"Geographic Area","County Name","Gender","Age","Year and Quarter","Time Period Dates","Year","Drug Screened Admissions ","Average TCU Drug Screen Score","New Admissions with Opioid Use","Percent of New Admissions with Opioid Use","Admissions with Diagnosed Substance Abuse Problem","Percent of Admissions with Diagnosed Substance Abuse Problem","Admissions with Opioid use in past 12 months","Percent of Admissions with Opioid use in past 12 months","State FIPS","County FIPS","Latitude","Longitude","Georeferenced Latitude &Longitude"
"County","Adams","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","14","6.5","6","42.0","12","85.0","4","28.0","42","001","39.87209565","-77.22224426","POINT (-77.22224426 39.87209565)"
"County","Centre","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","2","6.5","1","50.0","2","100.0","1","50.0","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Chester","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","46","4.1","14","30.4","31","67.4","17","37.0","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"State","Commonwealth","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","798","4.8","320","40.0","620","77.0","263","32.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Union","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","7","5.0","3","42.0","7","100.0","1","14.0","42","119","40.96473131","-77.06415558","POINT (-77.06415558 40.96473131)"
"State","Commonwealth","Female","50 to 55 years","2019 Q1","1/1/2019-3/31/2019","2019","14","5.6","5","35.7","11","78.6","7","50.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Wyoming","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","11","5.6","5","45.5","8","72.7","7","63.6","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Greene","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","4","3.0","2","50.0","2","50.0","0","0.0","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Lycoming","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","120","5.4","32","26.7","102","85.0","35","29.2","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Delaware","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","126","3.7","31","24.6","78","61.9","36","28.6","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"State","Commonwealth","Male","20 to 24 years","2019 Q2","4/1/2019-9/30/2019","2019","279","4.0","46","16.5","207","74.2","69","24.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Susquehanna","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","1","7.0","1","100.0","1","100.0","0","0.0","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Lancaster","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","84","4.8","20","23.8","66","78.6","27","32.1","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Cameron","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","1","9.0","0","0.0","1","100.0","0","0.0","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"State","Commonwealth","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","305","5.1","154","50.5","221","72.5","171","56.1","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Mifflin","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","7","6.6","5","71.0","6","85.0","3","42.0","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Venango","Female","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","2","7.5","1","50.0","2","100.0","1","50.0","42","121","41.40341259","-79.76286316","POINT (-79.76286316 41.40341259)"
"County","Wayne","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","5","4.4","1","20.0","4","80.0","0","0.0","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Fulton","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","1","7.0","0","0.0","1","100.0","0","0.0","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Luzerne","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","136","5.7","54","39.0","117","86.0","58","42.0","42","079","41.17836439","-75.99199677","POINT (-75.99199677 41.17836439)"
"County","Snyder","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","9","5.3","6","66.0","8","88.0","3","33.0","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Tioga","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","16","6.1","12","75.0","14","87.0","8","50.0","42","117","41.77333834","-77.25788116","POINT (-77.25788116 41.77333834)"
"County","Wyoming","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","13","5.3","5","38.5","11","84.6","6","46.2","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Snyder","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","53","5.1","18","34.0","42","79.2","21","39.6","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","McKean","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","13","4.8","4","30.8","10","76.9","5","38.5","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Lehigh","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","5","6.2","0","0.0","5","100.0","1","20.0","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Philadelphia","Male","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","780","3.8","139","17.8","511","65.5","191","24.5","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Juniata","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","0","0.0","0","0.0","0","0.0","0","0.0","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Blair","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","4","7.5","4","100.0","4","100.0","4","100.0","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Lehigh","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","58","2.4","3","5.2","24","41.4","7","12.1","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Butler","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","10","6.7","6","60.0","9","90.0","4","40.0","42","019","40.91083185","-79.91711426","POINT (-79.91711426 40.91083185)"
"County","Bucks","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","53","5.9","32","60.0","45","84.0","23","43.0","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Sullivan","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","0","0.0","0","0.0","0","0.0","0","0.0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Berks","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","69","3.7","13","18.8","45","65.2","17","24.6","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Wyoming","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","27","7.0","17","62.0","24","88.0","6","22.0","42","131","41.51892488","-76.01812744","POINT (-76.01812744 41.51892488)"
"County","Cambria","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","1","3.0","0","0.0","1","100.0","0","0.0","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Mercer","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","6","4.7","2","33.0","4","66.0","3","50.0","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","McKean","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","15","2.5","3","20.0","7","46.7","2","13.3","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"State","Commonwealth","All","0 to 11 years","2021 Q4","10/1/2021-12/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Adams","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","27","6.5","18","66.0","23","85.0","7","25.0","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Greene","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","1","9.0","1","100.0","1","100.0","1","100.0","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Clinton","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","2","4.5","0","0.0","2","100.0","1","50.0","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Adams","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","98","4.4","19","19.4","73","74.5","25","25.5","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Adams","Male","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","60","5.3","24","40.0","52","86.0","17","28.0","42","001","39.87209565","-77.22224426","POINT (-77.22224426 39.87209565)"
"County","Wyoming","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","2","4.0","1","50.0","1","50.0","1","50.0","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Snyder","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","22","5.9","10","45.0","21","95.0","7","31.0","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","York","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","277","4.4","68","24.5","196","70.8","88","31.8","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Wyoming","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","50","5.2","18","36.0","38","76.0","23","46.0","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Schuylkill","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","43","6.2","13","30.2","40","93.0","16","37.2","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Cumberland","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","15","3.7","3","20.0","8","53.3","4","26.7","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Monroe","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","30","5.5","8","26.7","24","80.0","11","36.7","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Mifflin","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","6","4.2","1","16.7","4","66.7","2","33.3","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Greene","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","5","3.4","3","60.0","3","60.0","1","20.0","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"State","Commonwealth","All","45 to 49 years","Annual","1/1/2020-12-31-2020","2020","354","4.8","142","40.0","257","72.0","95","26.0","42","000","39.346129)","-75.16775513",
"County","Sullivan","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","2","3.5","0","0.0","1","50.0","0","0.0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Cumberland","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","13","5.3","6","46.0","10","76.0","4","30.0","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"State","Commonwealth","Male","0 to 11 years","2017 Annual","1/1/2017-12/31/2017","2017","0","0.0","0","0.0","0","0.0","0","0.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lackawanna","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","9","4.8","4","44.4","6","66.7","5","55.6","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Warren","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","49","4.0","13","26.5","34","69.4","17","34.7","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Lebanon","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","27","4.4","9","33.0","18","66.0","8","29.0","42","075","40.367597","-76.46182251","POINT (-76.46182251 40.367597)"
"County","Westmoreland","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","35","4.1","6","17.1","22","62.9","9","25.7","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Mifflin","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","44","4.9","17","38.6","34","77.3","20","45.5","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Susquehanna","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","5.3","1","33.3","2","66.7","2","66.7","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Potter","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","5","7.4","3","60.0","5","100.0","2","40.0","42","105","41.74420644","-77.89879608","POINT (-77.89879608 41.74420644)"
"County","Luzerne","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","5","7.2","4","80.0","5","100.0","4","80.0","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Greene","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","2","7.0","1","50.0","2","100.0","1","50.0","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Washington","Male","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","108","4.4","22","20.4","76","70.4","25","23.1","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Tioga","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","3","2.7","1","33.3","1","33.3","1","33.3","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Butler","All","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","11","6.6","6","54.0","10","90.0","8","72.0","42","019","40.91083185","-79.91711426","POINT (-79.91711426 40.91083185)"
"County","Fayette","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","3","1.3","0","0.0","1","33.0","0","0.0","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"State","Commonwealth","Male","40 to 44 years","2020 Q2","4/1/2020-6/30/2020","2020","53","6.6","38","71.0","49","92.0","27","50.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Adams","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","3","6.7","1","33.3","3","100.0","2","66.7","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"State","Commonwealth","Male","30 to 34 years","2020 Q1","1/1/2020-3/31/2020","2020","301","4.7","119","39.0","226","75.0","95","31.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","25 to 29 years","2016 Annual","1/1/2016-12/31/2016","2016","2,115","4.3","731","34.6","1,463","69.2","835","39.5","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Mercer","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","0","0.0","0","0.0","0","0.0","0","0.0","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"State","Commonwealth","Female","20 to 24 years","2016 Q1","1/1/2016-3/31/2016","2016","39","4.4","21","53.8","27","69.2","23","59.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bucks","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","65","4.1","19","29.2","45","69.2","25","38.5","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"State","Commonwealth","Male","20 to 24 years","2016 Q2","4/1/2016-6/30/2016","2016","436","3.6","97","22.2","280","64.2","121","27.8","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Westmoreland","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","22","4.8","4","18.2","18","81.8","6","27.3","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Clinton","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","6","5.3","3","50.0","5","83.0","2","33.0","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"State","Commonwealth","Female","45 to 49 years","Annual","1/1/2021-12/31/2021","2021","40","6.0","19","47.0","34","85.0","19","47.0","42","000","39.346129)","-75.16775513",
"State","Commonwealth","Female","45 to 49 years","2020 Q4","10/1/2020-12/31/2020","2020","10","3.9","1","10.0","7","70.0","1","10.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lycoming","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","11","6.2","8","72.0","8","72.0","4","36.0","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Potter","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","5","6.2","0","0.0","5","100.0","1","20.0","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Clearfield","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","23","5.0","6","26.1","19","82.6","11","47.8","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Lebanon","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","15","4.5","9","60.0","10","66.0","5","33.0","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Luzerne","Male","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","179","5.0","51","28.5","142","79.3","63","35.2","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Dauphin","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","325","3.5","45","13.8","209","64.3","64","19.7","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Forest","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","0","0.0","0","0.0","0","0.0","0","0.0","42","053","41.51357876","-79.23780823","POINT (-79.23780823 41.51357876)"
"County","Washington","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","41","5.3","13","31.7","33","80.5","15","36.6","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Blair","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","10","6.4","5","50.0","10","100.0","6","60.0","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Erie","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","47","3.2","9","19.1","26","55.3","12","25.5","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Huntingdon","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","7","5.3","2","28.6","6","85.7","2","28.6","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Union","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","19","5.8","10","52.0","17","89.0","5","26.0","42","119","40.96473131","-77.06415558","POINT (-77.06415558 40.96473131)"
"County","Crawford","All","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","12","7.4","5","41.0","12","100.0","6","50.0","42","039","41.68546907","-80.11321259","POINT (-80.11321259 41.68546907)"
"State","Commonwealth","Male","0 to 11 years","2017 Q4","10/1/2017-12/31/2017","2017","0","0.0","0","0.0","0","0.0","0","0.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","40 to 44 years","2016 Q4","10/1/2016-12/31/2016","2016","194","3.9","50","25.8","123","63.4","54","27.8","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lehigh","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","50","4.5","11","22.0","36","72.0","12","24.0","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"State","Commonwealth","Male","35 to 39 years","2020 Q2","4/1/2020-6/30/2020","2020","71","6.2","43","60.0","59","83.0","35","49.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Indiana","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","10","5.4","6","60.0","7","70.0","4","40.0","42","063","40.65295497","-79.09333801","POINT (-79.09333801 40.65295497)"
"County","Pike","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","9","6.1","1","11.0","8","88.0","2","22.0","42","103","41.332572","-75.03270721","POINT (-75.03270721 41.332572)"
"County","Clearfield","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","14","3.5","7","50.0","7","50.0","5","35.7","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Somerset","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","2","3.0","1","50.0","1","50.0","1","50.0","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Bedford","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","2","7.0","0","0.0","2","100.0","0","0.0","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Lackawanna","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","2","7.5","1","50.0","2","100.0","1","50.0","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Sullivan","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","0","0.0","0","0.0","0","0.0","0","0.0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Montgomery","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","140","4.1","49","35.0","90","64.0","37","26.0","42","091","40.20989874","-75.37252045","POINT (-75.37252045 40.20989874)"
"County","Jefferson","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","13","4.1","9","69.0","10","76.0","3","23.0","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Philadelphia","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","8","4.1","0","0.0","5","62.0","2","25.0","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Philadelphia","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","16","4.8","2","12.5","12","75.0","4","25.0","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Montgomery","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","111","4.0","26","23.4","75","67.6","37","33.3","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Lebanon","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","26","4.5","4","15.4","19","73.1","5","19.2","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Butler","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","7","4.7","3","42.0","5","71.0","4","57.0","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Luzerne","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","37","5.9","18","48.6","31","83.8","19","51.4","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Bedford","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","0","0.0","0","0.0","0","0.0","0","0.0","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Lehigh","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","54","5.6","24","44.0","45","83.0","22","40.0","42","077","40.61464794","-75.60099792","POINT (-75.60099792 40.61464794)"
"County","Venango","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","92","6.7","42","45.7","84","91.3","53","57.6","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"State","Commonwealth","Female","35 to 39 years","2022 Q1","1/1/2022-3/31/2022","2022","38","7.1","14","36.0","34","89.0","25","65.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Male","25 to 29 years","2018 Q2","4/1/2018-6/30/2018","2018","441","4.4","111","25.2","321","72.8","138","31.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Male","50 to 55 years","2019 Annual","1/1/2019-12/31/2019","2019","506","4.5","61","12.1","364","71.9","104","20.6","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Washington","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","19","5.7","11","57.0","15","78.0","10","52.0","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"State","Commonwealth","All","30 to 34 years","2017 Q2","4/1/2017-6/30/2017","2017","440","4.5","163","37.0","319","72.5","180","40.9","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Venango","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","2","9.0","2","100.0","2","100.0","2","100.0","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Tioga","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","6","5.5","4","66.0","6","100.0","3","50.0","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Butler","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","11","5.3","5","45.5","10","90.9","5","45.5","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Clinton","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","7","3.6","1","14.3","5","71.4","1","14.3","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Mifflin","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","15","4.3","5","33.3","11","73.3","5","33.3","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"State","Commonwealth","Male","45 to 49 years","2018 Q2","4/1/2018-6/30/2018","2018","152","4.5","31","20.4","109","71.7","41","27.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Huntingdon","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","12","5.3","4","33.0","10","83.0","6","50.0","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","York","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","2","6.0","0","0.0","2","100.0","1","50.0","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Centre","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","1","9.0","1","100.0","1","100.0","1","100.0","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"State","Commonwealth","Male","25 to 29 years","2018 Q1","1/1/2018-3/31/2018","2018","393","4.6","119","30.3","295","75.1","150","38.2","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
