"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","centroid","longitude","geocoded_column"
"County","Bedford","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","20","3.7","4","20","14","70","7","35","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","York","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","4","5","2","50","3","75","3","75","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"State","Commonwealth","All","12 to 19 years","2017 Annual","1/1/2017-12/31/2017","2017","304","3.2","26","8.6","186","61.2","51","16.8","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Erie","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","38","3.8","4","10.5","27","71.1","6","15.8","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Mifflin","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","6","5.5","3","50","5","83.3","2","33.3","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Allegheny","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","10","5.2","6","60","9","90","5","50","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Mifflin","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","45","5.4","11","24.4","40","88.9","17","37.8","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Snyder","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","5","7.8","3","60","5","100","3","60","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Bucks","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","125","6","73","58","105","84","53","42","42","017","40.33501133","-75.11291504","POINT (-75.11291504 40.33501133)"
"County","Lackawanna","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","49","5.2","15","30.6","37","75.5","19","38.8","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Mercer","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","70","4.8","24","34.3","55","78.6","27","38.6","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Northumberland","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","22","6.4","9","40.9","21","95.5","11","50","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Mifflin","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","8","6.8","4","50","8","100","3","37","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"State","Commonwealth","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","1259","5.7","584","46.4","1030","81.8","665","52.8","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Forest","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","1","7","0","0","1","100","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Tioga","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","0","0","0","0","0","0","0","0","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Bedford","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","2","7","0","0","2","100","1","50","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Clearfield","Female","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","2","2.5","2","100","1","50","1","50","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"State","Commonwealth","All","56 to 99 years","Annual","1/1/2021-12/31/2021","2021","437","4.9","210","48","314","71","113","25","42","000","39.346129)","-75.16775513",
"State","Commonwealth","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","265","5.9","124","46.8","219","82.6","137","51.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","York","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","78","4.5","22","28.2","52","66.7","27","34.6","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"State","Commonwealth","All","45 to 49 years","2017 Q2","4/1/2017-6/30/2017","2017","172","4.1","42","24.4","110","64","47","27.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Centre","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0","0","0","0","0","0","0","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Clinton","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","6","6.2","4","66.7","5","83.3","4","66.7","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Tioga","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","8","5.6","2","25","7","87.5","3","37.5","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Potter","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","5","6","2","40","5","100","2","40","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Clinton","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","12","6.9","7","58","12","100","7","58","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Adams","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","0","0","0","0","0","0","0","0","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Lancaster","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","77","4.5","23","29","57","74","18","23","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Berks","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","3","1","33.3","1","33.3","1","33.3","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Centre","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","5","8","3","60","5","100","3","60","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Clarion","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","3","8","3","100","3","100","2","66.7","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Potter","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","1","8","0","0","1","100","1","100","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Fayette","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","230","5.1","72","31.3","187","81.3","89","38.7","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Perry","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","2","8","2","100","2","100","2","100","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Susquehanna","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","5","6.6","1","20","5","100","1","20","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Armstrong","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","1","4","1","100","1","100","0","0","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Montour","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","0","0","0","0","0","0","0","0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"State","Commonwealth","All","50 to 55 years","2019 Annual","1/1/2019-12/31/2019","2019","557","4.5","70","12.6","403","72.4","119","21.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Armstrong","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","0","0","0","0","0","0","0","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Huntingdon","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","10","4.9","2","20","7","70","2","20","42","061","40.416105","-77.9827652","POINT (-77.9827652 40.416105)"
"County","Lackawanna","Female","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","9","3.9","3","33.3","5","55.6","3","33.3","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","York","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","178","6.2","107","60","156","87","77","43","42","133","39.92192531","-76.72576141","POINT (-76.72576141 39.92192531)"
"County","Erie","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","59","4.4","11","18.6","43","72.9","16","27.1","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Bedford","All","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","11","6.2","4","36.4","11","100","6","54.5","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Wyoming","All","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","8","7","3","37","7","87","4","50","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"State","Commonwealth","Male","12 to 19 years","2021 Q3","7/1/2021-9/30/2021","2021","13","4.8","5","38","10","76","4","30","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Elk","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","3","8","1","33","3","100","2","66","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Philadelphia","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","204","3.8","33","16.2","127","62.3","47","23","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Clinton","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","5","5.8","1","20","4","80","3","60","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Columbia","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","6","6.5","2","33","5","83","4","66","42","037","41.04912086","-76.41001892","POINT (-76.41001892 41.04912086)"
"County","Lycoming","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","22","3.3","8","36","13","59","2","9","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"State","Commonwealth","Male","25 to 29 years","2016 Q4","10/1/2016-12/31/2016","2016","461","4","121","26.2","309","67","146","31.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clinton","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","0","0","0","0","0","0","0","0","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Bedford","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","74","4.6","26","35.1","56","75.7","30","40.5","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Clearfield","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","5","8.2","3","60","5","100","4","80","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Pike","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","18","4.6","6","33.3","13","72.2","6","33.3","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Schuylkill","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","7","5.3","2","28","6","85","2","28","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Schuylkill","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","13","6.8","8","61.5","13","100","10","76.9","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Wyoming","All","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","10","4.9","4","40","8","80","4","40","42","131","41.51892488","-76.01812744","POINT (-76.01812744 41.51892488)"
"County","Indiana","Female","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","2","5.5","0","0","2","100","1","50","42","063","40.65295497","-79.09333801","POINT (-79.09333801 40.65295497)"
"County","Tioga","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","1","8","1","100","1","100","1","100","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"State","Commonwealth","All","12 to 19 years","2022 Q3","7/1/2022-9/30/2022","2022","17","3","5","29","11","64","2","11","42","000","39.346129)","-75.16775513",
"County","Snyder","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","16","4.3","4","25","11","68.8","5","31.3","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Bedford","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","1","6","0","0","1","100","0","0","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Centre","All","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","10","4","0","0","7","70","0","0","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Adams","Male","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","27","4.5","5","18.5","21","77.8","6","22.2","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Forest","All","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","0","0","0","0","0","0","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"State","Commonwealth","Male","45 to 49 years","2016 Q1","1/1/2016-3/31/2016","2016","168","4.3","31","18.5","114","67.9","39","23.2","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Susquehanna","All","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","4","7.8","3","75","4","100","4","100","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Columbia","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","4","8.5","3","75","4","100","4","100","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Erie","Female","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","13","7.5","3","23","13","100","7","53","42","049","41.99413787","-80.04075623","POINT (-80.04075623 41.99413787)"
"County","Perry","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","11","6.2","2","18.2","10","90.9","3","27.3","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"State","Commonwealth","All","0 to 11 years","2017 Annual","1/1/2017-12/31/2017","2017","0","0","0","0","0","0","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Somerset","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","5","8.2","5","100","5","100","3","60","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Clinton","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","1","9","1","100","1","100","1","100","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","York","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","44","3.7","8","18.2","29","65.9","10","22.7","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Clarion","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","8","6.4","2","25","8","100","2","25","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"State","Commonwealth","Male","40 to 44 years","2021 Q1","1/1/2021-3/31/2021","2021","121","6","64","52","103","85","42","34","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Philadelphia","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","416","3.4","62","14.9","253","60.8","89","21.4","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"State","Commonwealth","Female","0 to 11 years","2020 Q2","4/1/2020-6/30/2020","2020","0","0","0","0","0","0","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Erie","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","8","5.1","7","87.5","7","87.5","7","87.5","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Cameron","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","3","3.3","0","0","2","66.7","1","33.3","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Wyoming","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","21","6.4","13","61","18","85","10","47","42","131","41.51892488","-76.01812744","POINT (-76.01812744 41.51892488)"
"State","Commonwealth","Male","30 to 34 years","2017 Annual","1/1/2017-12/31/2017","2017","1554","4.4","463","29.8","1127","72.5","529","34","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","25 to 29 years","2021 Q1","1/1/2021-3/31/2021","2021","182","6.1","90","49","165","90","80","43","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Montgomery","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","96","3.1","12","12.5","62","64.6","15","15.6","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Montour","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","6","4","2","33.3","4","66.7","3","50","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"State","Commonwealth","Female","12 to 19 years","2017 Annual","1/1/2017-12/31/2017","2017","6","2.5","1","16.7","3","50","1","16.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cambria","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","20","7.2","11","55","19","95","13","65","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Sullivan","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","0","0","0","0","0","0","0","0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Blair","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","2","8","2","100","2","100","2","100","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"State","Commonwealth","All","30 to 34 years","2016 Annual","1/1/2016-12/31/2016","2016","1671","4.4","589","35.2","1191","71.3","669","40","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Indiana","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","8","5.5","4","50","6","75","3","37","42","063","40.65295497","-79.09333801","POINT (-79.09333801 40.65295497)"
"County","Adams","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","37","4.3","7","18.9","28","75.7","10","27","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Susquehanna","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","3","7.7","3","100","3","100","2","66","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"State","Commonwealth","Female","50 to 55 years","2016 Annual","1/1/2016-12/31/2016","2016","57","4.8","13","22.8","41","71.9","20","35.1","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Jefferson","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","12","7.1","7","58","11","91","9","75","42","065","41.13139091","-79.00101471","POINT (-79.00101471 41.13139091)"
"County","Montgomery","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","0","0","0","0","0","0","0","0","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"State","Commonwealth","All","0 to 11 years","2022 Q3","7/1/2022-9/30/2022","2022","0","0","0","0","0","0","0","0","42","000","39.346129)","-75.16775513",
"County","Cumberland","Female","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","14","6.5","11","78.6","13","92.9","11","78.6","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Northumberland","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","19","6.4","11","57","18","94","11","57","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Dauphin","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","34","4.1","13","38","24","70","10","29","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Butler","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","1","7","1","100","1","100","1","100","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"State","Commonwealth","All","12 to 19 years","Annual","1/1/2021-12/31/2021","2021","36","4.3","9","25","28","77","8","22","42","000","39.346129)","-75.16775513",
"County","Cumberland","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","5","1","33.3","2","66.7","1","33.3","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"State","Commonwealth","Male","40 to 44 years","2020 Q3","7/1/2020-9/30/2020","2020","93","4.5","39","41","69","74","28","30","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Perry","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","13","5.2","3","23.1","12","92.3","5","38.5","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Schuylkill","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","129","5.9","53","41","117","90","56","43","42","107","40.70751243","-76.22332764","POINT (-76.22332764 40.70751243)"
"County","Wayne","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","9","8.3","7","77.8","9","100","8","88.9","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"State","Commonwealth","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","1721","4.7","393","22.8","1321","76.8","528","30.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lancaster","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","4","5.8","2","50","3","75","1","25","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Forest","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","3","4.7","0","0","2","66.7","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Bedford","Female","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","2","4.5","0","0","2","100","0","0","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Mercer","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","13","4","3","23.1","10","76.9","3","23.1","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Berks","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","8","4.1","2","25","6","75","4","50","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Armstrong","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","3","7","3","100","3","100","3","100","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Montour","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","5","0","0","2","66.7","0","0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Berks","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","80","4.5","28","35","60","75","21","26","42","011","40.41939635","-75.93077087","POINT (-75.93077087 40.41939635)"
"County","Centre","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","25","5.6","12","48","21","84","9","36","42","027","40.9193135","-77.82500458","POINT (-77.82500458 40.9193135)"
"County","Lehigh","Female","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","4","5.5","0","0","3","75","1","25","42","077","40.61464794","-75.60099792","POINT (-75.60099792 40.61464794)"
"County","Chester","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","54","4.8","13","24.1","44","81.5","18","33.3","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Butler","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","15","4.3","7","46.7","12","80","7","46.7","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Clinton","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","1","9","1","100","1","100","1","100","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Susquehanna","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","1","9","1","100","1","100","1","100","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Clearfield","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","33","5.2","13","39.4","27","81.8","16","48.5","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"State","Commonwealth","Male","30 to 34 years","2017 Q2","4/1/2017-6/30/2017","2017","372","4.3","117","31.5","265","71.2","131","35.2","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bedford","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","2","3","1","50","1","50","1","50","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"State","Commonwealth","All","50 to 55 years","2016 Q4","10/1/2016-12/31/2016","2016","131","3.8","20","15.3","83","63.4","32","24.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","50 to 55 years","2021 Q3","7/1/2021-9/30/2021","2021","14","5.1","1","7","12","85","3","21","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Crawford","Female","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","1","9","0","0","1","100","0","0","42","039","41.68546907","-80.11321259","POINT (-80.11321259 41.68546907)"
"County","Tioga","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","0","0","0","0","0","0","0","0","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"State","Commonwealth","Male","25 to 29 years","2016 Q2","4/1/2016-6/30/2016","2016","481","4.2","159","33.1","326","67.8","193","40.1","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clinton","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","10","3.8","1","10","7","70","3","30","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Luzerne","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","50","5.6","27","54","41","82","20","40","42","079","41.17836439","-75.99199677","POINT (-75.99199677 41.17836439)"
"County","McKean","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","7","5.1","1","14.3","7","100","2","28.6","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Carbon","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","3","7","1","33.3","3","100","2","66.7","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Butler","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","4","5.8","1","25","3","75","2","50","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
